Site	Year	N.week	N.hoppers	Hoppers.week	Max.hoppers	First	Peak	Last	Range	Lon	Lat	First.date	Last.date	wd.0.first	wd.1.first	wd.2.first	wd.3.first	wd.4.first	wd.5.first	wd.6.first	wd.0.last	wd.1.last	wd.2.last	wd.3.last	wd.4.last	wd.5.last	wd.6.last	Precip.days.week.last.date	GDD.last.date	Precip.days.week.first.date	GDD.first.date	p.alfalfa	p.potato	p.beans	GDD.total
Chase, LA	2020	10	0	0	NA	NA	NA	NA	NA	-91.7	32.1	2019-06-14	2019-07-12	354.500314994277	93.9679193354778	121.473041960118	78.8569067219677	86.8785743731054	108.893054404269	142.667379569535	40.0645558952557	80.1107914524471	121.02985323562	159.257549675136	159.267830871427	187.176742550094	174.250322954229	NA	NA	NA	NA	0	0	0.109258194364577	3742.62449756712
Chase, LA	2021	21	1	0.0476190476190476	1	148	148	148	0	-91.7	32.1	2021-05-28	2021-05-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.1823497377336	1076.40035292217	10.1823497377336	1076.40035292217	0	0	0.19551466359977	3619.13819958279
Columbia, MO	2018	23	5	0.217391304347826	4	152	159	159	7	-92.28	38.91	2018-06-01	2018-06-08	180.333699106607	197.927126261333	254.172113575194	346.189925776013	343.235926576192	188.906013212423	198.462960057669	263.46584844121	248.128104643166	252.100334583483	256.381467313944	113.542317825313	128.27046898964	298.239940005909	10.3240000009537	755.661999191344	4.48350008390844	647.424748338759	0	0	0.0831176301409261	2768.06399995238
Columbia, MO	2019	23	4	0.173913043478261	2	263	284	284	21	-92.28	38.91	2019-09-20	2019-10-11	297.705711416014	283.93392384381	298.18011249577	296.606332352765	222.034033023751	240.897186135528	269.753480807348	165.963869070495	303.734457967555	288.857453399382	268.642113825678	197.201870266441	95.2830936749772	292.686970856794	43.6250004768372	2619.31875314862	0	2365.9517532602	0.000862812769628991	0	0.0704630428530342	2637.34600331932
Columbia, MO	2020	23	5	0.217391304347826	3	192	269	269	77	-92.28	38.91	2020-07-10	2020-09-25	152.269527178575	272.40843843633	267.333924429463	275.273467512908	334.393715928512	20.5026337899187	22.3904027313748	273.649107032399	273.729048451734	251.840120926262	284.865752205047	306.657420978948	317.010139386676	346.859345285023	0	2339.72625412792	1.08800002746284	1175.56175217479	0	0	0.0828300258843831	2544.91650448889
Columbia, MO	2021	23	0	0	NA	NA	NA	NA	NA	-92.28	38.91	2020-07-10	2020-09-25	152.269527178575	272.40843843633	267.333924429463	275.273467512908	334.393715928512	20.5026337899187	22.3904027313748	273.649107032399	273.729048451734	251.840120926262	284.865752205047	306.657420978948	317.010139386676	346.859345285023	NA	NA	NA	NA	0	0	0.0825424216278401	2699.20424012449
Concord, NE	2019	14	0	0	NA	NA	NA	NA	NA	-96.9582	42.386	2020-07-10	2020-09-25	152.269527178575	272.40843843633	267.333924429463	275.273467512908	334.393715928512	20.5026337899187	22.3904027313748	273.649107032399	273.729048451734	251.840120926262	284.865752205047	306.657420978948	317.010139386676	346.859345285023	NA	NA	NA	NA	0.0152298850574713	0	0.475287356321839	2025.90100429654
Concord, NE	2020	22	2	0.0909090909090909	1	206	206	269	63	-96.9582	42.386	2020-07-24	2020-09-25	267.549504825576	286.241470338496	33.8222935030047	243.211509804092	345.321274758431	128.69278833591	258.806610661406	253.242069451746	256.816275348377	268.270568110257	258.235495128584	262.555791868482	281.702845044577	288.397875634495	0	1910.72349717785	6.92299991846085	1128.9419998901	0.0204022988505747	0	0.390229885057471	2044.44749704171
Concord, NE	2021	22	29	1.31818181818182	9	155	169	288	133	-96.9582	42.386	2021-06-04	2021-10-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.979699909687	2132.83907208592	14.6393995881081	365.971327151358	0.0166666666666667	0	0.279022988505747	2155.79417058676
Crookston, MN	2018	17	3	0.176470588235294	2	194	208	208	14	-96.62	47.8	2018-07-13	2018-07-27	181.074143863653	200.321642724587	288.604783843407	295.722369310027	96.8977949269682	256.889102584201	272.917812810726	126.683851473909	120.667265683621	119.043912049629	173.284373971618	230.241015584678	288.613533921058	57.9103785570607	5.72800016403198	1031.32599992752	1.82600003480911	858.965501403809	0.0534790109258194	0	0.244968372627947	1638.46849817038
Crookston, MN	2019	20	1	0.05	1	235	235	235	0	-96.62	47.8	2019-08-23	2019-08-23	301.224754399502	48.7665570819637	125.717350679355	142.257362654951	243.948096395155	170.855332582553	261.309646117663	301.224754399502	48.7665570819637	125.717350679355	142.257362654951	243.948096395155	170.855332582553	261.309646117663	5.29800009727478	1130.98849711567	5.29800009727478	1130.98849711567	0.0494537090281771	0	0.201552616446233	1427.36849978119
Crookston, MN	2020	20	1	0.05	1	241	241	241	0	-96.62	47.8	2020-08-28	2020-08-28	177.4975847929	20.9632883102615	59.7762359590582	343.69615229814	83.5468206441319	238.120824204922	271.452192293954	177.4975847929	20.9632883102615	59.7762359590582	343.69615229814	83.5468206441319	238.120824204922	271.452192293954	0.629999995231628	1306.82850539088	0.629999995231628	1306.82850539088	0.0468660149511213	0	0.190051753881541	1542.19350662827
Crookston, MN	2021	17	0	0	NA	NA	NA	NA	NA	-96.62	47.8	2020-08-28	2020-08-28	177.4975847929	20.9632883102615	59.7762359590582	343.69615229814	83.5468206441319	238.120824204922	271.452192293954	177.4975847929	20.9632883102615	59.7762359590582	343.69615229814	83.5468206441319	238.120824204922	271.452192293954	NA	NA	NA	NA	0.027027027027027	0	0.253594019551466	1793.26593415439
DPAC, IN	2018	18	2	0.111111111111111	1	159	159	201	42	-85.15	40.25	2018-06-08	2018-07-20	166.005446878709	265.318249420611	89.4796988967991	177.682833798553	147.588487132183	160.689701065057	54.0273780127271	290.887790726061	327.568407038358	76.4165210141516	129.42773381369	237.311962774339	263.65310973162	265.772805032223	10.9445001259446	1224.57724770351	30.8664997778833	573.402998245199	0.00402530189764232	0	0.530189764232317	2359.05350095077
DPAC, IN	2019	20	2	0.1	1	186	186	256	70	-85.15	40.25	2019-07-05	2019-09-13	235.165495322291	233.763609150753	216.261406234293	187.448266301102	121.688758824248	143.912208327984	215.607518336962	269.211891880984	244.325991572142	229.788559983126	274.380442028499	331.888845448039	133.637091782231	118.962884586687	2.50850001047365	1906.47600187063	9.3639999628067	885.452498328686	0.0143760782058654	0	0.329212190914319	2254.01600121111
DPAC, IN	2020	21	7	0.333333333333333	4	171	171	262	91	-85.15	40.25	2020-06-19	2020-09-18	107.905364713945	41.9097398469462	333.398827489001	334.887346412637	45.3994860294442	36.5924442349583	1.19193173515026	75.4799314260416	35.6359442871465	278.370708859541	342.528478735168	80.9000848750137	200.112035559155	326.802392251303	9.625	1934.61525149196	3.57499995827675	614.870751427114	0.011213341000575	0	0.283496262219666	2140.1252525717
DPAC, IN	2021	22	10	0.454545454545455	4	162	176	225	63	-85.15	40.25	2021-06-11	2021-08-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.4231494097039	1484.30376671832	8.59044988453388	544.300874271803	0.00517538815411156	0	0.40281771132835	2360.9791114239
East Lansing, MI	2018	23	0	0	NA	NA	NA	NA	NA	-84.5	42.69	2021-06-11	2021-08-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0296147211040828	0	0.0836687751581369	2057.11399757266
East Lansing, MI	2019	21	11	0.523809523809524	7	165	235	235	70	-84.5	42.69	2019-06-14	2019-08-23	184.6670462975	100.380433880551	270.323231343358	167.286496522524	197.605776013723	341.247765485236	6.57066795991375	71.0506430011103	117.890886804517	178.424786869414	265.892405875622	188.70126103342	245.966156191966	215.64793437513	3.6499999910593	1386.45799720883	78.7839987128973	376.115248328447	0.0284646348476136	0.00431282346175963	0.0713053479010926	1887.23824953437
East Lansing, MI	2020	23	2	0.0869565217391304	1	171	171	241	70	-84.5	42.69	2020-06-19	2020-08-28	152.503312261578	324.366338988809	320.180173340597	320.958907224739	23.3680311498676	24.710442379497	33.6876685354792	254.683377672611	186.021725263103	291.436216887097	151.438308252778	192.405162108272	208.054574827773	191.626589054425	16.579500079155	1505.17149863243	0	461.390499448776	0.0273145485911443	0	0.0362277170787809	1865.3164988935
East Lansing, MI	2021	23	1	0.0434782608695652	1	260	260	260	0	-84.5	42.69	2021-09-17	2021-09-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.5850991010666	1793.55956093566	27.5850991010666	1793.55956093566	0.078205865439908	0	0.0583668775158137	2107.02627239721
Eau Claire, WI	2018	20	7	0.35	4	208	215	215	7	-91.59	44.75	2018-07-27	2018-08-03	154.13426574143	156.806160877782	194.295692982108	149.859013596233	110.679442238089	76.8839761953632	102.491655853704	310.528928986052	69.6789950927218	216.074733526423	197.063400856586	159.506228550223	205.37433409673	166.187218645481	14.8650005143136	1214.01349725574	5.45299998298287	1128.75749740452	0.0175287356321839	0.0258620689655172	0.150287356321839	1904.38999904245
Eau Claire, WI	2019	14	17	1.21428571428571	6	165	221	221	56	-91.59	44.75	2019-06-14	2019-08-09	241.292067358361	121.734792234492	85.7427485926493	220.548665322337	155.444883654589	308.007150668913	311.804789159739	167.978906165272	160.811814914491	215.189170438365	157.434876719285	227.942344505327	217.199976959871	210.225846680581	9.7700001001358	1113.73600176573	10.7889997363091	334.07300080061	0.0155172413793103	0	0.175287356321839	1719.20000385046
Eau Claire, WI	2020	17	0	0	NA	NA	NA	NA	NA	-91.59	44.75	2019-06-14	2019-08-09	241.292067358361	121.734792234492	85.7427485926493	220.548665322337	155.444883654589	308.007150668913	311.804789159739	167.978906165272	160.811814914491	215.189170438365	157.434876719285	227.942344505327	217.199976959871	210.225846680581	NA	NA	NA	NA	0.021551724137931	0	0.123563218390805	1793.53650232553
Eau Claire, WI	2021	22	14	0.636363636363636	4	148	155	288	140	-91.59	44.75	2021-05-28	2021-10-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.44589996337891	2012.09982579499	57.092096619308	277.171284373105	0.017816091954023	0	0.168390804597701	2035.75147350579
Freeport, IL	2018	22	13	0.590909090909091	4	152	152	236	84	-89.7	42.28	2018-06-01	2018-08-24	70.6214612396736	205.832422796344	334.678185618321	325.548436498401	283.749569055505	297.979254411008	218.095620316486	280.172916891892	203.362098917453	131.544736669025	65.9545015127979	340.289603435301	315.944846187988	56.642298003905	33.6030002832413	1525.34950592238	24.3320008516312	367.011502191611	0.000287686996547756	0	0.195051783659379	2022.59900157172
Freeport, IL	2019	22	82	3.72727272727273	23	151	214	249	98	-89.7	42.28	2019-05-31	2019-09-06	240.834113743651	335.86266444543	41.3761052094701	109.697875250668	331.939304870712	176.68962276513	222.89093067949	168.733083282822	261.583123482657	131.463036691286	252.521827887881	207.120353750633	1.40577890775154	13.1641170851848	77.8930010795593	1544.01999594122	66.1840017398354	244.821998657286	0.00517836593785961	0	0.481300345224396	1893.81249658018
Freeport, IL	2020	20	18	0.9	4	150	157	290	140	-89.7	42.28	2020-05-29	2020-10-16	135.916953182107	245.318207905081	275.322347551614	286.881490672916	269.862085877946	243.550261478412	321.563412395944	199.60336864873	159.574083807356	245.050716542426	209.806309720544	268.362751189646	357.458918413287	211.894522627109	0.598999977111816	1868.68550087511	37.5959997177124	227.29200014174	0.0172612197928654	0	0.178365937859609	1877.04900094569
Freeport, IL	2021	17	26	1.52941176470588	4	162	169	246	84	-89.7	42.28	2021-06-11	2021-09-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.3526998758316	1681.39440515488	3.61239982396364	488.018678836524	0.0161104718066743	0	0.490218642117376	2172.16898797005
Hancock, WI	2019	12	6	0.5	3	207	221	235	28	-89.53	44.12	2019-07-26	2019-08-23	256.654924510514	228.786519753875	151.325223519337	136.255525707526	89.6014295128253	115.448124376931	224.040576912847	18.1545035724654	73.5813030636523	186.115110494637	267.145159349118	191.995005445499	250.844035899879	226.206296533399	11.2150001525879	1227.7597525835	69.6899995803833	877.194252610206	0.028448275862069	0.0166666666666667	0.0974137931034483	1634.38975180387
Hancock, WI	2020	13	14	1.07692307692308	4	178	234	276	98	-89.53	44.12	2020-06-26	2020-10-02	227.641478237049	192.172900558665	168.703949268046	134.823946350709	263.907553342068	210.816402741876	191.295833327092	125.86083627237	153.643224416007	184.160115398669	183.616326087499	192.889409293471	221.046103613608	260.397416903613	9.92849997058511	1642.84625036125	36.1780000180006	488.855501461076	0.0336206896551724	0.0146551724137931	0.121551724137931	1690.46550092106
Hancock, WI	2021	14	52	3.71428571428571	35	148	232	232	84	-89.53	44.12	2021-05-28	2021-08-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1352.0919488579	39.0919496119022	270.234785118699	0.0353448275862069	0.130747126436782	0.0649425287356322	1935.02649731934
Kanawha, IA	2018	17	0	0	NA	NA	NA	NA	NA	-93.8	42.93	2021-05-28	2021-08-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000575208513085994	0	0.273799252228933	2004.11650345623
Kanawha, IA	2019	22	35	1.59090909090909	27	158	158	263	105	-93.8	42.93	2019-06-07	2019-09-20	333.168277896801	66.9165892585319	193.241593624861	270.971539674448	250.214302298395	103.920408223981	167.049426781	276.959989974909	251.695398605871	272.304251346651	287.33100470974	301.098263412335	239.404697595218	241.250242491304	34.381499286741	1727.85724568972	4.71699999272823	332.116997605655	0.000862812769628991	0	0.383088869715272	1883.40099576423
Kanawha, IA	2020	16	73	4.5625	17	150	185	283	133	-93.8	42.93	2020-05-29	2020-10-09	127.302765079473	99.8744590111115	247.39355706721	286.408364103433	270.052218426369	316.77125891316	353.674370919119	266.671556461495	35.2522328999916	163.307648562228	195.882784013424	256.763092599342	78.819504674317	339.018053111431	0	1891.83074639887	53.5670008659363	252.80799985975	0.00258843830888697	0	0.257118205349439	1933.54174649417
Kanawha, IA	2021	23	131	5.69565217391304	38	148	204	295	147	-93.8	42.93	2021-05-28	2021-10-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.28129988908768	2123.874323304	23.766899317503	308.765158002079	0.000287604256542997	0	0.448950244463618	2123.874323304
Keith, NE	2021	13	4	0.307692307692308	3	211	211	260	49	-101.650213	41.210536	2021-07-30	2021-09-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.94149965047836	1877.46467097476	0	1165.46963737681	0.00373778033352501	0	0.000287521564117309	2123.86608680859
Kellogg, MI	2018	23	4	0.173913043478261	2	194	194	215	21	-85.37	42.41	2018-07-13	2018-08-03	262.889473994842	302.562323333934	40.1076547362185	172.387015306419	216.190632486041	305.847741643349	6.36433884533869	241.827496614438	245.394605187932	145.294171231488	39.0979216158106	53.132908831209	169.83612324847	168.741809391739	19.5880002975464	1284.05450069457	0.361000001430511	979.629497261345	0.139896373056995	0.00143926309729419	0.211283822682786	2184.02350072414
Kellogg, MI	2019	22	8	0.363636363636364	2	179	228	284	105	-85.37	42.41	2019-06-28	2019-10-11	227.817597387338	271.7717656777	203.907245666105	204.973479483106	261.115476099989	320.516900555438	0.87071251559388	296.250504476866	331.435112255498	316.676716812053	269.880584323689	186.669536768506	212.063911107178	333.758346570765	6.03900003433228	2044.36900114715	17.316999912262	618.438999649882	0.140184225676454	0	0.0955670696603339	2054.9300008744
Kellogg, MI	2020	20	5	0.25	3	157	171	192	35	-85.37	42.41	2020-06-05	2020-07-10	164.663077428365	188.723679374154	177.751336170346	224.702272568165	239.055526934814	98.2540140109772	140.701837413506	222.770418114519	231.482806393375	210.383339949825	193.196849364614	133.4270447106	132.384755125039	48.7063956940212	27.9589996337891	850.335502183437	4.15100016794167	334.127000844479	0.135002878526195	0	0.122049510650547	2000.31400002241
Kellogg, MI	2021	22	4	0.181818181818182	2	162	288	288	126	-85.37	42.41	2021-06-11	2021-10-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.8912990987301	2136.23397641554	13.2387998104095	481.865733770281	0.139896373056995	0.000287852619458837	0.12118595279217	2170.27582488433
Lamberton, MN	2018	23	2	0.0869565217391304	2	152	152	152	0	-95.32	44.24	2018-06-01	2018-06-01	20.1908205796685	167.349601118493	276.680365363895	282.899736147465	251.287711224263	277.36423419251	188.216944698916	20.1908205796685	167.349601118493	276.680365363895	282.899736147465	251.287711224263	277.36423419251	188.216944698916	15.128499686718	339.927749419212	15.128499686718	339.927749419212	0.0603621730382294	0	0.227939062949123	1914.42700144052
Lamberton, MN	2019	23	2	0.0869565217391304	1	172	172	207	35	-95.32	44.24	2019-06-21	2019-07-26	317.294741591973	318.638561088007	68.9046874444847	141.7851805028	147.817185637083	10.271157653645	321.705267160701	255.691083185659	272.183162036072	222.328102347043	137.184128477494	118.821311864682	116.947785262657	89.7667220463047	26.6614997903816	974.184255564213	13.7234999835491	455.78625484705	0.0546133946536361	0	0.458752515090543	1773.61050646901
Lamberton, MN	2020	23	1	0.0434782608695652	1	192	192	192	0	-95.32	44.24	2020-07-10	2020-07-10	151.941136814151	220.8680315041	270.426354789104	249.649438418159	255.683612298977	275.538397743318	297.567025029496	151.941136814151	220.8680315041	270.426354789104	249.649438418159	255.683612298977	275.538397743318	297.567025029496	34.8190002441406	833.358750591148	34.8190002441406	833.358750591148	0.0612244897959184	0.000287438919229664	0.237711986202932	1884.46825006949
Lamberton, MN	2021	23	25	1.08695652173913	8	169	211	274	105	-95.32	44.24	2021-06-18	2021-10-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.4206498265266	1904.7451646775	0.964549958705902	547.544605955481	0.0494394941075022	0	0.415349238286864	2041.4144325763
Lancaster, WI	2018	22	0	0	NA	NA	NA	NA	NA	-90.79	42.83	2021-06-18	2021-10-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0667433831990794	0	0.0992520138089758	2014.58499812782
Lancaster, WI	2019	23	4	0.173913043478261	2	172	242	242	70	-90.79	42.83	2019-06-21	2019-08-30	314.571508135392	77.8945987528525	79.031118271036	145.878809344613	357.503360386341	39.6254750222075	282.636299095171	112.141152137554	232.048933639227	186.602932089252	181.911272237191	330.951367255166	315.438609851376	328.364581226764	4.50499987602234	1465.33649809808	42.204001635313	473.252000169456	0.0883199079401611	0	0.125431530494822	1865.68350079507
Lancaster, WI	2020	23	3	0.130434782608696	1	171	171	283	112	-90.79	42.83	2020-06-19	2020-10-09	276.783441839571	289.219366577677	294.040406026223	289.444638184302	301.195307463186	331.250829325891	36.6150680838988	274.451191271001	96.9961553782897	183.647118117751	237.352313834599	266.958394589932	104.233171202849	318.506319320506	0.485000014305115	1815.70099759102	0	483.96899740696	0.0926352128883774	0	0.0831415420023015	1857.85549764633
Lancaster, WI	2021	22	5	0.227272727272727	2	211	218	274	63	-90.79	42.83	2021-07-30	2021-10-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.274599999189377	1996.54032951593	59.4059963226318	1207.31415759325	0.109608745684695	0	0.130897583429229	2159.77397173643
Langlade, WI	2019	21	7	0.333333333333333	2	193	193	263	70	-89.11	45.16	2019-07-12	2019-09-20	198.075651191097	128.158809426136	248.708675730104	264.955251581346	183.649432270584	70.9769519217689	54.779078087049	271.220168835742	247.488464324154	258.653023084123	257.320908667342	207.081419423262	302.305357538657	181.321933646596	30.5314992964268	1185.15775036919	16.1294995546341	511.815999628184	0.284071305347901	0.18372627947096	0.0687176538240368	1284.92274961355
Langlade, WI	2020	20	1	0.05	1	262	262	262	0	-89.11	45.16	2020-09-18	2020-09-18	82.5668071519058	95.8888443824166	182.835800805043	231.02154000022	242.017905843147	162.496505750986	290.902219001782	82.5668071519058	95.8888443824166	182.835800805043	231.02154000022	242.017905843147	162.496505750986	290.902219001782	23.7940001487732	1294.47975460589	23.7940001487732	1294.47975460589	0.337550316273721	0.103795284646348	0.145485911443358	1396.66825363338
Langlade, WI	2021	23	7	0.304347826086957	5	169	169	225	56	-89.11	45.16	2021-06-18	2021-08-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.2582972496748	1075.55100458264	6.65355001576245	424.028979331255	0.163024726854514	0.291259344450834	0.0529039677975848	1621.99117620233
Manhattan, KS	2018	22	6	0.272727272727273	3	152	152	292	140	-96.59	39.21	2018-06-01	2018-10-19	300.932791481004	216.093539377677	222.46604383854	301.594352439513	293.144320293006	254.4157803276	226.535017774349	232.223755040461	293.333270293583	149.381776256111	206.130756462918	118.787518507709	66.5617393212704	281.482552511522	6.79499994963408	2687.51650690734	14.9169998541474	638.788001868129	0.00720461095100865	0	0.176945244956772	2687.51650690734
Manhattan, KS	2019	22	12	0.545454545454545	3	158	249	291	133	-96.59	39.21	2019-06-07	2019-10-18	35.0847207642901	20.4449520640232	209.368747783395	263.141959176699	313.862454922937	54.5273847774222	204.680714671736	284.166819210372	284.344716972799	125.007382906934	123.35549660954	318.768441402065	220.961094226632	217.337971187651	0	2532.34799619019	9.00199994444847	583.228499498963	0.0135446685878963	0	0.155907780979827	2532.34799619019
Manhattan, KS	2020	16	0	0	NA	NA	NA	NA	NA	-96.59	39.21	2019-06-07	2019-10-18	35.0847207642901	20.4449520640232	209.368747783395	263.141959176699	313.862454922937	54.5273847774222	204.680714671736	284.166819210372	284.344716972799	125.007382906934	123.35549660954	318.768441402065	220.961094226632	217.337971187651	NA	NA	NA	NA	0.0172910662824208	0	0.131700288184438	2483.01200487018
Manhattan, KS	2021	23	0	0	NA	NA	NA	NA	NA	-96.59	39.21	2019-06-07	2019-10-18	35.0847207642901	20.4449520640232	209.368747783395	263.141959176699	313.862454922937	54.5273847774222	204.680714671736	284.166819210372	284.344716972799	125.007382906934	123.35549660954	318.768441402065	220.961094226632	217.337971187651	NA	NA	NA	NA	0.0195965417867435	0	0.085878962536023	2621.5174689699
Monmouth, IL	2018	23	4	0.173913043478261	2	194	194	215	21	-90.72	40.93	2018-07-13	2018-08-03	292.871129160983	312.61340465196	4.31189384353263	98.8410327623408	284.743835035263	340.05943415101	3.79533335027031	159.429626036334	213.652702105533	185.059408747995	48.9219189574199	22.7019963214923	359.945552673332	111.727343735448	1.22266666963696	1438.20166957279	0	1139.44633576771	0.0025847214244687	0	0.296668581275129	2341.16800322036
Monmouth, IL	2019	23	18	0.782608695652174	3	151	221	277	126	-90.72	40.93	2019-05-31	2019-10-04	194.552276664109	217.457760705583	47.5183057997572	156.984215751951	279.321877948176	185.583748987862	225.118091550091	71.0847564380014	139.329129935201	218.14602203968	249.433367914419	277.925304663986	0.642650407187205	63.9632691840864	160.238333748033	2163.77483329674	142.74166427056	350.856166393558	0.00143595634692705	0	0.495117748420448	2208.00300087035
Monmouth, IL	2020	22	6	0.272727272727273	2	157	157	220	63	-90.72	40.93	2020-06-05	2020-08-07	249.637202060594	93.1652361833665	226.883244770479	233.420830836951	280.006179485596	32.971577403987	122.332603269761	299.474275293205	293.831656203729	68.1881289337861	68.5493695790263	88.4616010185388	134.722169613719	75.0534723687557	14.1750001907349	1373.31533319751	15.5806665420532	416.555331983169	0.00143595634692705	0	0.326823664560597	2132.99450015028
